Time,Treatment,OD_600
13,P4_SSE,0.377
13,Water,0.085
13,SSE,0.086
13,P4_SSE,0.328
13,P4_SSE,0.345
14,Water,0.085
14,SSE,0.09
14,P4_SSE,0.295
14,P4_SSE,0.351
14,Water,0.085
14,SSE,0.085
14,P4_SSE,0.324
14,P4_SSE,0.385
14,Water,0.086
14,SSE,0.086
14,P4_SSE,0.333
14,P4_SSE,0.351
15,Water,0.085
15,SSE,0.085
15,P4_SSE,0.301
15,P4_SSE,0.359
15,Water,0.086
15,SSE,0.087
15,P4_SSE,0.33
15,P4_SSE,0.391
15,Water,0.086
15,SSE,0.086
15,P4_SSE,0.339
15,P4_SSE,0.361
16,Water,0.085
16,SSE,0.085
16,P4_SSE,0.308
16,P4_SSE,0.367
16,Water,0.085
16,SSE,0.085
16,P4_SSE,0.336
16,P4_SSE,0.396
16,Water,0.086
16,SSE,0.086
16,P4_SSE,0.344
16,P4_SSE,0.367
17,Water,0.085
17,SSE,0.106
17,P4_SSE,0.314
17,P4_SSE,0.374
17,Water,0.086
17,SSE,0.084
17,P4_SSE,0.344
17,P4_SSE,0.402
17,Water,0.086
17,SSE,0.086
17,P4_SSE,0.351
17,P4_SSE,0.373
18,Water,0.085
18,SSE,0.087
18,P4_SSE,0.319
18,P4_SSE,0.382
18,Water,0.085
18,SSE,0.084
18,P4_SSE,0.351
18,P4_SSE,0.41
18,Water,0.086
18,SSE,0.087
18,P4_SSE,0.358
18,P4_SSE,0.378
19,Water,0.084
19,SSE,0.084
19,P4_SSE,0.323
19,P4_SSE,0.39
19,Water,0.086
19,SSE,0.084
19,P4_SSE,0.359
19,P4_SSE,0.417
19,Water,0.086
19,SSE,0.086
19,P4_SSE,0.364
19,P4_SSE,0.389
20,Water,0.084
20,SSE,0.094
20,P4_SSE,0.329
20,P4_SSE,0.394
20,Water,0.085
20,SSE,0.084
20,P4_SSE,0.369
20,P4_SSE,0.427
20,Water,0.086
20,SSE,0.086
20,P4_SSE,0.369
20,P4_SSE,0.393
21,Water,0.084
21,SSE,0.107
21,P4_SSE,0.334
21,P4_SSE,0.399
21,Water,0.086
21,SSE,0.084
21,P4_SSE,0.374
21,P4_SSE,0.433
21,Water,0.085
21,SSE,0.086
21,P4_SSE,0.38
21,P4_SSE,0.397
22,Water,0.084
22,SSE,0.095
22,P4_SSE,0.358
22,P4_SSE,0.409
22,Water,0.087
22,SSE,0.082
22,P4_SSE,0.381
22,P4_SSE,0.353
22,Water,0.083
22,SSE,0.085
22,P4_SSE,0.389
22,P4_SSE,0.413
